LOAN_NUMBER,SAMPLE_DATE,FILE_REQ_DATE,SECOND_REQUEST_DATE,SENT_TO_IMAGING_DATE,LENDER_RESPONSE_DUE_DATE,DATE_LOAN_FINALIZED,LENDER_ID,LENDER_NAME,LENDER_LOAN_ID,PROP_STATE,NEW_CONSTRUCTION_INDICATOR,CONDOMINIUM_INDICATOR,LOAN_ORIG_DATE, CURRENT_BALANCE ,FICO_SCORE,LTV, ORIG_VALUE , AVM_VALUE ,FIELD_REVIEW_VALUE_SUPPORTED,FIELD_REVIEW_VALUE,PURPOSE_CODE,OCCUPANCY_CODE,LENDER_INST_TYPE_DESCRIPTION,UNDERWRITER_NAME,REVIEW_DATE,REVIEW_STATUS,DEAL_NAME,START_DATE,
30401860,9/22/2011,9/22/2011,,,,10/18/2011,EOVSWX,VIP Mortgage Inc,603133463,AZ,No,No,7/28/2011," $164,900.00 ",687,97," $170,000.00 "," $155,000.00 ",N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,9/26/2011,4,WFMBS 2006-5,6/1/2013,
33060850,9/21/2011,9/28/2011,,10/13/2011,,10/26/2011,ECNKHN,First Interstate Bank,160011449,MT,No,No,6/9/2011," $62,500.00 ",688,83.33000183," $92,000.00 ",,,,P,B,Community Banks,Allie Martin,10/19/2011,4,SEMT 2012-5,6/1/2013,
22977589,8/2/2012,8/7/2012,8/22/2012,,,8/30/2012,RQFLKP,"Wells Fargo Bank, N.A.",380183525,PA,No,No,9/20/2011," $54,825.00 ",688,85," $80,000.00 "," $86,321.00 ",,,P,G,Bank Owned Mortgage Company - National,Mike Willams,8/28/2012,4,WFMBS 2006-5,6/1/2013,
26655369,10/12/2011,10/14/2011,,11/14/2011,,12/22/2011,SRKUJD,EverBank,1596031004,CA,No,No,8/12/2011," $348,500.00 ",688,88.01000214," $396,000.00 ",,N/A,,R,B,Bank Owned Mortgage Company - National,Steve Winston,12/21/2011,4,WFMBS 2006-5,6/1/2013,
20112116,6/21/2011,6/23/2011,,7/1/2011,8/31/2011,8/26/2011,EZDOGW,Central Pacific HomeLoans Inc,63117002,HI,No,Yes,4/7/2011," $363,910.00 ",688,90," $397,000.00 ",,,,P,B,Community Banks,Mike Willams,7/13/2011,4,WFMBS 2006-5,6/1/2013,
32165534,12/20/2011,12/27/2011,,1/18/2012,,2/17/2012,SQVIZZ,The First National Bank of Trenton,20101324,TX,No,No,9/29/2011," $200,790.00 ",688,97," $208,000.00 ",,,,P,B,Community Banks,Mike Willams,2/15/2012,4,WFMBS 2006-AR4,6/1/2013,
27232193,4/23/2012,4/26/2012,,,,6/18/2012,XGHUCE,Provident Funding Associates LP,2321120155,IL,No,No,2/13/2012," $273,000.00 ",689,82.73000336," $330,000.00 ",,,,R,B,Mortgage Banker - (Large),Mike Willams,6/12/2012,4,WFMBS 2006-5,6/1/2013,
30457549,10/8/2012,10/10/2012,,10/17/2012,,11/1/2012,YMDDTD,"Wells Fargo Bank, N.A.",341771368,GA,No,No,6/27/2012," $287,300.00 ",689,85," $370,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,10/19/2012,4,SEMT 2012-5,6/1/2013,
17774085,1/11/2013,1/17/2013,,1/28/2013,,,BHOJRR,Wakefield Co-Operative Bank,120531001,MA,No,No,11/7/2012," $215,000.00 ",689,89.58000183," $240,000.00 ",,,,R,B,Community Banks,,,,WFMBS 2006-AR4,6/1/2013,
18521487,3/15/2012,3/19/2012,,,,5/2/2012,HVHSOJ,Bankers Bank,1180010329,IA,No,No,12/9/2011," $104,499.00 ",689,89.93000031," $119,000.00 ",,,,P,B,Community Banks,,,5,WFMBS 2006-5,6/1/2013,
34104022,12/4/2012,12/12/2012,,12/19/2012,,1/3/2013,IKUNTN,"Wells Fargo Bank, N.A.",429817893,CA,No,No,8/28/2012," $85,500.00 ",689,90," $95,000.00 "," $101,963.00 ",,,P,B,Bank Owned Mortgage Company - National,Mike Willams,12/20/2012,4,SEMT 2012-5,6/1/2013,
33807337,6/1/2010,9/2/2010,,,,11/4/2010,KQGLUH,Key Mortgage Services Inc,602587674,IL,No,Yes,2/9/2010," $112,500.00 ",689,90," $125,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,11/4/2010,4,WFMBS 2006-AR4,6/1/2013,
32599965,10/8/2012,10/11/2012,,10/24/2012,,11/19/2012,JMIUNN,American National Bank,LEES121690,TX,Yes,No,9/20/2012," $345,000.00 ",689,94.51999664," $379,000.00 ",,,,P,B,Community Banks,Allie Martin,11/12/2012,4,WFMBS 2006-5,6/1/2013,
20025352,4/19/2011,5/5/2011,,6/22/2011,,6/29/2011,VYMWDG,Advantage Plus Federal Credit Union,26344465,ID,No,No,12/3/2010," $107,825.00 ",689,95," $113,500.00 ",,,,P,B,Credit Unions,Allie Martin,6/28/2011,4,WFMBS 2006-5,6/1/2013,
23541308,10/8/2012,10/10/2012,,10/22/2012,,12/4/2012,BXRPTH,On Q Financial Inc,430308874,CO,No,No,9/7/2012," $360,050.00 ",689,95," $415,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,11/15/2012,4,SEMT 2012-5,6/1/2013,
34162295,12/10/2012,10/10/2012,11/20/2012,11/28/2012,,1/29/2013,KILCXR,Alliance Financial Resources LLC,416200236,AZ,No,No,7/17/2012," $399,000.00 ",689,95," $420,000.00 "," $407,000.00 ",,,P,B,Mortgage Banker - Bank Owned,Allie Martin,1/16/2013,4,WFMBS 2006-AR4,6/1/2013,
27284197,7/11/2012,7/12/2012,,7/31/2012,,9/12/2012,UMCARL,Desert Schools Federal Credit Union,2800053205,AZ,No,No,6/12/2012," $251,000.00 ",690,89.63999939," $280,000.00 ",,,,P,B,Credit Unions,Mike Willams,9/5/2012,4,SEMT 2012-5,6/1/2013,
17689082,1/11/2013,1/16/2013,,,,,DOBQLP,Crosscountry Mortgage Inc,2006000107,OH,No,No,12/21/2012," $314,900.00 ",690,91.27999878," $345,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/2013,
27461594,9/28/2012,9/28/2012,,,,10/23/2012,QZGYJX,Boeing Employee's Credit Union,37479953,WA,No,No,7/19/2012," $121,100.00 ",690,94.98000336," $128,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,10/11/2012,4,SEMT 2012-1,6/1/2013,
27853913,9/5/2012,9/7/2012,,9/13/2012,,9/17/2012,ZNORWI,Colonial Savings FA,27793,CA,No,No,5/9/2012," $237,500.00 ",690,95," $250,000.00 "," $217,000.00 ",,,P,B,Community Banks,Mike Willams,9/13/2012,4,WFMBS 2006-5,6/1/2013,
19524849,11/23/2010,1/10/2011,,,,2/9/2011,FCTVOT,Reunion Mortgage Inc,602725530,IN,No,No,6/25/2010," $344,375.00 ",690,95," $362,500.00 ",,,,P,B,Mortgage Banker - (Large),Mike Willams,1/24/2011,4,WFMBS 2006-AR4,6/1/2013,
30887222,6/1/2010,8/11/2010,,,,10/13/2010,JEVYPY,The Northern Ohio Investment Company,29021,MI,No,No,5/29/2009," $93,500.00 ",691,85," $112,500.00 "," $99,000.00 ",N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,10/13/2010,4,SEMT 2012-5,6/1/2013,
22905485,9/21/2011,9/28/2011,,10/18/2011,,11/11/2011,HUFRPC,DuPage Credit Union,767458190,IL,No,No,6/17/2011," $291,500.00 ",691,87.80000305," $332,000.00 "," $246,000.00 ",Yes,332000,R,B,Credit Unions,Allie Martin,11/2/2011,4,SEMT 2012-1,6/1/2013,
19118776,7/11/2012,7/12/2012,,7/18/2012,,9/18/2012,RGVOLC,Menna Company,6996123357,GA,No,No,4/27/2012," $175,500.00 ",691,90," $204,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Eric Miller,8/8/2012,4,SEMT 2012-1,6/1/2013,
15406240,11/23/2010,1/10/2011,,,,2/4/2011,RGMTNX,PlainsCapital PrimeLending,1078680686,MI,No,No,8/4/2010," $185,400.00 ",691,90," $206,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,1/12/2011,4,WFMBS 2006-5,6/1/2013,
30493221,4/19/2011,4/25/2011,,5/19/2011,,5/25/2011,DZPFLM,American Fidelity Mortgage Services Inc,602970051,IL,No,No,2/28/2011," $326,250.00 ",691,90," $370,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,5/25/2011,4,SEMT 2012-5,6/1/2013,
28571283,11/3/2011,11/8/2011,,12/5/2011,,1/17/2012,HGTLEQ,Allied Home Mortgage Corp,2880210163,CT,No,No,10/12/2011," $105,450.00 ",691,95," $111,000.00 "," $108,000.00 ",,,P,B,Mortgage Banker - (Large),Mike Willams,12/8/2011,4,SEMT 2012-1,6/1/2013,
19812465,1/28/2013,,,1/28/2013,,,BCSMOS,The Bank of Holland,5777257580,MI,No,No,10/31/2012," $169,290.00 ",691,95," $179,000.00 ",,,,P,B,Community Banks,,,,WFMBS 2006-5,6/1/2013,
20260003,9/28/2012,9/28/2012,,,,10/23/2012,OQYUZK,Sierra Pacific Mortgage Services Inc,1428240251,CA,No,No,8/13/2012," $247,000.00 ",691,95," $260,000.00 ",,N/A,,P,B,Mortgage Banker - (Large),Steve Winston,10/9/2012,4,SEMT 2012-1,6/1/2013,
22372930,9/28/2012,9/28/2012,,,,10/23/2012,SLKBPZ,BOK Financial Corp,3890086,OK,No,No,8/22/2012," $174,050.00 ",692,87.02999878," $200,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Eric Miller,10/9/2012,4,SEMT 2012-1,6/1/2013,
19186901,1/11/2013,2/4/2013,,,,,BVJLPK,Envoy Mortgage Ltd,1429317140,CO,No,No,10/30/2012," $204,000.00 ",692,89.08000183," $236,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/2013,
21038856,6/21/2011,6/23/2011,,7/13/2011,,8/8/2011,CPARPU,BB&T Corp,6930891191,FL,No,No,4/22/2011," $145,700.00 ",692,89.98999786," $161,990.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,8/3/2011,4,WFMBS 2006-5,6/1/2013,
18463201,1/11/2013,1/16/2013,,1/29/2013,,,UDUHCO,Integrity Home Mortgage Corporation,431422898,WV,No,No,10/5/2012," $269,100.00 ",692,90," $300,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/2013,
28530578,1/11/2013,1/16/2013,,,,,JYBBLO,Mortgage Master Inc,6850446021,MA,No,No,10/31/2012," $346,500.00 ",692,90," $385,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/2013,
17436330,3/5/2012,3/6/2012,3/21/2012,4/4/2012,,4/23/2012,KXYNMM,Fifth Third Bank,412870834,FL,Yes,No,8/5/2011," $190,900.00 ",692,94.98000336," $200,990.00 "," $207,908.00 ",,,P,B,Bank Owned Mortgage Company - National,Mike Willams,4/16/2012,4,SEMT 2012-5,6/1/2013,
30584570,3/19/2010,3/19/2010,,,9/8/2010,11/4/2010,WIBBWU,United Federal Credit Union,1000164584,AR,No,No,12/1/2009," $42,750.00 ",692,95,,,N/A,,P,B,Credit Unions,Steve Winston,3/24/2010,4,SEMT 2012-1,6/1/2013,
22921951,6/21/2011,7/13/2011,,8/2/2011,,8/26/2011,UFLHWQ,Rocky Mountain Credit Union,7112873851,MT,No,Yes,4/27/2011," $123,405.00 ",692,95," $130,000.00 ",,,,P,B,Credit Unions,Mike Willams,8/22/2011,4,WFMBS 2006-5,6/1/2013,
26609942,3/15/2012,3/19/2012,,4/10/2012,,5/29/2012,SXEOBC,Robins Federal Credit Union,14066,GA,No,No,1/15/2012," $136,705.00 ",692,95,,,N/A,,P,B,Credit Unions,Steve Winston,5/15/2012,4,SEMT 2012-5,6/1/2013,
17670133,10/8/2012,10/11/2012,11/12/2012,11/21/2012,,1/10/2013,KQWOXS,Key Mortgage Services Inc,120723075,IL,No,No,7/27/2012," $182,400.00 ",692,95," $192,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,5,SEMT 2012-1,6/1/2013,
26620925,12/20/2011,12/22/2011,,1/4/2012,,1/11/2012,WHNXBR,Jonah Bank of Wyoming,KORDON,WY,No,No,10/17/2011," $301,150.00 ",692,95," $317,000.00 ",,,,R,B,Community Banks,Mike Willams,1/9/2012,4,WFMBS 2006-AR4,6/1/2013,
32758011,10/12/2011,10/14/2011,11/7/2011,11/14/2011,,12/29/2011,LFFLFF,Boeing Employees Credit Union,35749878,WA,No,No,9/9/2011," $118,800.00 ",692,96.98000336," $135,000.00 ",,,,P,B,Credit Unions,Allie Martin,12/22/2011,4,WFMBS 2006-AR4,6/1/2013,
23022689,4/19/2011,4/29/2011,,5/17/2011,,5/23/2011,PFHBIT,Whidbey Island Bank,229380057,WA,No,No,1/7/2011," $129,500.00 ",693,82.48000336," $157,000.00 ",,,,R,B,Community Banks,Mike Willams,5/23/2011,4,WFMBS 2006-5,6/1/2013,
33479081,11/5/2012,11/7/2012,,11/16/2012,,1/2/2013,VOMPQB,Dovenmuehle Mortgage Inc,1427105752,IL,No,No,3/2/2012," $87,950.00 ",693,83.76000214," $105,000.00 "," $86,272.00 ",Yes,105000,R,B,Mortgage Banker - Bank Owned,Mike Willams,11/16/2012,4,SEMT 2012-1,6/1/2013,
20356225,6/27/2012,6/27/2012,,7/23/2012,,8/30/2012,YOGKVT,ARK-LA-TEX Financial Services LLC,117180,TX,No,No,2/8/2012," $85,675.00 ",693,84," $102,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,8/17/2012,4,SEMT 2012-5,6/1/2013,
33671681,1/28/2013,,,1/28/2013,,,ZOOALH,Wright Patt Credit Union,40376824,OH,No,No,11/15/2012," $206,550.00 ",693,84.62000275," $244,100.00 ",,,,X,B,Credit Unions,,,,WFMBS 2006-AR4,6/1/2013,
23163984,10/8/2012,10/10/2012,,10/17/2012,,11/1/2012,XDILCI,"Wells Fargo Bank, N.A.",341917433,TX,No,No,6/28/2012," $53,550.00 ",693,85," $80,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,10/19/2012,4,WFMBS 2006-AR4,6/1/2013,
26577084,4/19/2011,5/4/2011,,,,5/27/2011,CYXFVZ,Vision Bank NA,,OK,No,No,12/7/2010," $141,950.00 ",693,85," $167,000.00 "," $157,547.00 ",N/A,,R,B,Community Banks,Steve Winston,5/17/2011,4,WFMBS 2006-5,6/1/2013,
33350517,1/11/2013,1/16/2013,,,,,XXFEQN,Century Mortgage Company,47262472,IN,No,No,10/3/2012," $198,000.00 ",693,90," $220,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/2013,
27627423,7/3/2012,7/9/2012,,7/20/2012,,7/26/2012,CZAKEM,BB&T Corp,6994942989,GA,No,No,8/1/2011," $161,595.00 ",693,95," $176,000.00 "," $162,000.00 ",,,P,B,Mortgage Banker - Bank Owned,Mike Willams,7/23/2012,4,SEMT 2012-1,6/1/2013,
30958692,2/5/2013,,,,,,KVWVYC,Cenlar Federal Savings Bank,46120333,MN,No,No,8/31/2012," $209,000.00 ",693,95," $220,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/2013,
19790232,12/4/2012,12/5/2012,,12/14/2012,,1/2/2013,OKKMVZ,Colonial Savings FA,28800,AZ,No,No,6/14/2012," $72,000.00 ",694,90," $80,000.00 "," $91,257.00 ",,,P,G,Community Banks,Mike Willams,12/18/2012,4,WFMBS 2006-AR4,6/1/2013,
16919981,11/23/2010,1/6/2011,,,,2/9/2011,SLQCDE,Crescent Mortgage Company,5773294859,WV,No,No,7/30/2010," $90,000.00 ",694,90," $100,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,1/5/2011,4,SEMT 2012-1,6/1/2013,
29600986,6/21/2011,6/23/2011,,7/13/2011,,8/11/2011,IHCUIY,First California Mortgage Company,603040968,CA,No,Yes,4/5/2011," $162,000.00 ",694,90," $180,000.00 ",,,,P,B,Mortgage Banker - (Large),Allie Martin,8/1/2011,4,SEMT 2012-5,6/1/2013,
29342379,4/19/2011,4/29/2011,,5/17/2011,,5/20/2011,EBEFZL,SRP Federal Credit Union,7111425893,GA,No,No,12/17/2010," $114,500.00 ",694,90.87000275," $126,000.00 ",,,,R,B,Credit Unions,Mike Willams,5/20/2011,4,SEMT 2012-1,6/1/2013,
30163324,10/8/2012,10/10/2012,,10/17/2012,,11/1/2012,KEAEUI,"Wells Fargo Bank, N.A.",407063833,VA,No,No,8/16/2012," $158,000.00 ",694,93," $185,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,10/24/2012,4,WFMBS 2006-AR4,6/1/2013,
16447378,4/19/2011,5/5/2011,,6/22/2011,,6/29/2011,KGXOFL,Advantage Plus Federal Credit Union,26344564,ID,No,No,1/18/2011," $63,175.00 ",694,95," $100,000.00 ",,,,P,B,Credit Unions,Allie Martin,6/29/2011,4,WFMBS 2006-5,6/1/2013,
23442649,12/20/2011,12/22/2011,,1/10/2012,,2/13/2012,SBTPHX,GenEquity Mortgage Inc,6850327871,IL,No,No,10/14/2011," $289,750.00 ",694,95," $309,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,2/1/2012,4,WFMBS 2006-AR4,6/1/2013,
30346912,4/9/2010,4/30/2010,,,,9/14/2010,ZOXGFH,Cornerstone Mortgage Company,3300005394,GA,No,No,1/27/2010," $417,000.00 ",695,88.72000122," $485,000.00 "," $449,000.00 ",N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,5/10/2010,4,SEMT 2012-1,6/1/2013,
29428802,10/1/2012,10/4/2012,,10/25/2012,,12/13/2012,AHUBUR,Discover Home Loans Inc,7300317,KS,No,No,7/18/2012," $210,000.00 ",695,92.91999817," $226,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,11/27/2012,4,SEMT 2012-5,6/1/2013,
14867621,6/1/2010,9/21/2010,,,,12/22/2010,THPVND,Landmark Credit Union,8039104,WI,No,No,3/11/2010," $55,100.00 ",695,95," $60,000.00 "," $66,000.00 ",N/A,,P,B,Credit Unions,Steve Winston,12/22/2010,4,WFMBS 2006-5,6/1/2013,
30399629,10/5/2012,,,10/8/2012,,1/4/2013,BVERPP,Guaranteed Rate Inc,,IL,No,No,," $404,700.00 ",695,95," $426,000.00 ",,,,P,B,Mortgage Banker - (Large),Rob Jacobs,10/24/2012,4,WFMBS 2006-5,6/1/2013,
23715432,1/11/2013,1/16/2013,,,,,GBJZLZ,Wholesale Capital Corporation,8000071473,CA,No,No,10/22/2012," $261,000.00 ",696,87," $300,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/2013,
30287693,11/23/2010,1/10/2011,,,,3/16/2011,NBTVZJ,Nasa Federal Credit Union,6993573297,MD,No,No,7/20/2010," $180,000.00 ",696,90," $200,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,3/16/2011,4,WFMBS 2006-AR4,6/1/2013,
15105990,10/12/2011,10/24/2011,,11/18/2011,,12/22/2011,SGATVT,Mission Hills Mortgage Bankers,3786396,AZ,No,No,7/19/2011," $288,000.00 ",696,90," $323,000.00 ",,,,P,G,Mortgage Banker - Bank Owned,Allie Martin,12/21/2011,4,SEMT 2012-1,6/1/2013,
22983504,12/20/2011,12/22/2011,,1/24/2012,,2/22/2012,XEMLNZ,Gardner Financial Services Ltd,11016709,TX,No,No,11/10/2011," $80,750.00 ",696,95," $85,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,2/22/2012,4,WFMBS 2006-AR4,6/1/2013,
28164778,4/19/2011,4/29/2011,,5/19/2011,,6/8/2011,YHHWOL,Schmidt Mortgage Company,602989344,TX,No,No,2/7/2011," $140,443.00 ",696,95," $155,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,6/8/2011,4,SEMT 2012-5,6/1/2013,
18172406,6/21/2011,6/23/2011,,7/5/2011,,7/15/2011,FHMDMF,Alaska USA Federal Credit Union,377140975,AK,No,No,4/20/2011," $308,750.00 ",696,95," $325,000.00 ",,,,P,B,Credit Unions,Mike Willams,7/14/2011,4,WFMBS 2006-5,6/1/2013,
23140959,11/23/2010,1/11/2011,,,,5/4/2011,WVULQR,United Community Mortgage Services Inc,6800320770,GA,No,No,6/4/2010," $220,500.00 ",697,90," $245,000.00 "," $240,870.00 ",N/A,,P,B,Community Banks,Steve Winston,3/22/2011,4,SEMT 2012-5,6/1/2013,
33541051,2/5/2013,,,,,,ATPMRU,LoanCare Servicing Center Inc,8163206,AR,No,No,10/24/2012," $184,000.00 ",698,89.76000214," $205,000.00 ",,,,R,B,Mortgage Banker - (Large),,,,WFMBS 2006-5,6/1/2013,
27382378,12/20/2011,12/27/2011,1/18/2012,2/17/2012,,3/19/2012,ZJJOFR,Bay Equity LLC,1122764470,CA,No,Yes,10/12/2011," $269,000.00 ",698,89.97000122," $299,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,3/12/2012,4,SEMT 2012-5,6/1/2013,
26269025,8/25/2011,8/26/2011,,9/1/2011,,9/8/2011,MWAWLZ,Mortgage Center LLC,125-0000017929,MI,No,No,3/30/2011," $29,700.00 ",698,90," $35,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,9/8/2011,4,SEMT 2012-5,6/1/2013,
33232408,4/19/2011,4/25/2011,5/26/2011,6/2/2011,,6/27/2011,FSYVWV,"Bank of America, N.A.",234144888,NC,No,No,2/23/2011," $193,500.00 ",698,90," $215,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,6/27/2011,4,SEMT 2012-5,6/1/2013,
20242575,12/4/2012,12/5/2012,,12/13/2012,,2/1/2013,BYLRBI,"Bank of America, N.A.",240807520,TX,No,No,3/12/2012," $99,750.00 ",698,95," $105,000.00 "," $102,521.00 ",,,R,B,Bank Owned Mortgage Company - National,Mike Willams,1/16/2013,4,SEMT 2012-5,6/1/2013,
32304739,11/23/2010,11/23/2010,,,,12/20/2010,FJFRXH,America First Federal Credit Union,22186761,UT,No,No,7/1/2010," $115,900.00 ",698,95," $135,000.00 ",,,,P,B,Credit Unions,Allie Martin,12/22/2010,5,SEMT 2012-1,6/1/2013,
23377106,11/23/2010,1/20/2011,,,,2/17/2011,JAVNLW,Hancock Bank,221429094,LA,No,No,7/2/2010," $186,100.00 ",698,95," $195,894.74 ",,,,P,B,Community Banks,Allie Martin,2/17/2011,4,SEMT 2012-5,6/1/2013,
21096682,9/5/2012,9/11/2011,,9/25/2012,,9/26/2012,DPEFPS,"Wells Fargo Bank, N.A.",412312753,UT,No,Yes,3/22/2012," $165,000.00 ",699,89.19000244," $189,000.00 "," $192,000.00 ",,,P,B,Bank Owned Mortgage Company - National,Mike Willams,9/26/2012,4,SEMT 2012-1,6/1/2013,
28475946,4/19/2011,5/4/2011,,,,6/16/2011,WWGZAM,Baxter Credit Union,25652,IN,No,No,2/15/2011," $67,500.00 ",699,90," $75,000.00 ",,,,P,B,Credit Unions,,,5,SEMT 2012-5,6/1/2013,
24121148,2/5/2013,,,,,,EQRFAZ,"Wells Fargo Bank, N.A.",430686212,FL,No,No,9/13/2012," $234,900.00 ",699,90," $261,000.00 ",,,,R,B,Bank Owned Mortgage Company - National,,,,SEMT 2012-5,6/1/2013,
21865227,12/20/2011,12/22/2011,,1/13/2012,,1/30/2012,QKDBOY,IberiaBank,10123381,LA,No,No,11/15/2011," $300,000.00 ",700,82.19000244," $365,000.00 ",,,,R,B,Community Banks,Mike Willams,1/17/2012,4,WFMBS 2006-AR4,6/1/2013,
18883920,7/11/2012,7/12/2012,,8/6/2012,,9/27/2012,DUZFOA,Talmer Bank & Trust,908325,MI,No,No,3/23/2012," $144,000.00 ",700,90," $160,000.00 ",,N/A,,P,B,Community Banks,Steve Winston,9/20/2012,4,SEMT 2012-1,6/1/2013,
28069017,2/1/2012,2/3/2012,,,,2/24/2012,SQNSYN,Guaranteed Rate Inc,10210670200,IL,No,No,," $365,000.00 ",700,94.80999756," $385,000.00 ",,,,R,B,Mortgage Banker - (Large),,,5,SEMT 2012-1,6/1/2013,
30838383,3/5/2012,3/6/2012,,,,3/19/2012,GADHYW,"Wells Fargo Bank, N.A.",381763242,SC,No,No,10/31/2011," $99,750.00 ",700,95," $112,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,3/19/2012,4,SEMT 2012-5,6/1/2013,
15201273,12/4/2012,12/5/2012,12/20/2012,1/3/2013,,1/22/2013,SOCWFW,Dovenmuehle Mortgage Inc,1428851180,CA,No,No,8/24/2012," $156,750.00 ",700,95," $170,000.00 "," $182,785.00 ",,,P,B,Mortgage Banker - Bank Owned,Mike Willams,1/7/2013,4,WFMBS 2006-AR4,6/1/2013,
29519416,4/19/2011,4/28/2011,,5/20/2011,,6/1/2011,SUWIUS,CCFCU Funding LLC,70165,NY,No,No,12/3/2010," $205,200.00 ",700,95," $216,000.00 ",,,,P,B,Credit Unions,Mike Willams,6/1/2011,4,SEMT 2012-5,6/1/2013,
22592124,11/23/2010,1/7/2011,,,,4/28/2011,EXUZWQ,Franklin American Mortgage Company,221672718,NJ,No,No,6/4/2010," $378,100.00 ",700,95," $398,000.00 ",,,,P,B,Mortgage Banker - (Large),Mike Willams,4/4/2011,4,SEMT 2012-5,6/1/2013,
21186954,10/8/2012,10/10/2012,,10/23/2012,,11/19/2012,NPAPUE,Kings Mortgage Services Inc,414741363,CA,Yes,No,6/5/2012," $363,750.00 ",700,97," $375,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,11/14/2012,4,WFMBS 2006-AR4,6/1/2013,
22580100,3/18/2011,3/29/2011,,,,5/19/2011,YSGQCY,JPMorgan Chase Bank NA,1165389959,IL,No,No,2/8/2011," $252,276.00 ",701,89," $285,000.00 "," $289,000.00 ",,,R,B,Bank Owned Mortgage Company - National,,,5,WFMBS 2006-AR4,6/1/2013,
17794153,1/4/2012,1/17/2012,,,,1/23/2012,JRUPXR,JPMorgan Chase Bank NA,1079600605,CA,Yes,No,8/19/2011," $432,300.00 ",701,89.91000366," $481,000.00 "," $486,000.00 ",,,P,B,Bank Owned Mortgage Company - National,Mike Willams,1/20/2012,4,WFMBS 2006-AR4,6/1/2013,
25309133,10/4/2012,10/8/2012,,10/22/2012,,10/23/2012,GOHAQA,Cenlar Federal Savings Bank,38887642,FL,No,No,4/13/2012," $229,500.00 ",701,90," $255,000.00 "," $259,000.00 ",,,P,B,Mortgage Banker - Bank Owned,Mike Willams,10/22/2012,4,WFMBS 2006-5,6/1/2013,
28223100,7/12/2011,7/14/2011,,8/5/2011,,8/30/2011,TNYETR,Residential Mortgage Services Inc,377530985,NH,No,No,5/19/2011," $414,000.00 ",701,90," $460,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/22/2011,4,SEMT 2012-1,6/1/2013,
30324572,1/11/2013,1/16/2013,,2/4/2013,,,BASSTN,United Fidelity Funding Corporation,433136827,KS,No,No,12/3/2012," $97,000.00 ",701,94.16999817," $103,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/2013,
26488236,12/20/2011,1/18/2012,,2/3/2012,,3/7/2012,FBCBEE,BluFi Lending Corporation,1701419655,CA,No,No,11/8/2011," $380,000.00 ",701,95," $400,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,3/6/2012,4,WFMBS 2006-AR4,6/1/2013,
